Date,gu,dong,Actual,Predicted
2017-11-14,23,250,40800,39452.367095456226
2016-09-20,23,158,36000,36245.66522720199
2018-06-30,23,158,23900,24349.099680428746
2020-03-11,23,158,61700,64289.0
2015-01-10,23,158,22500,22515.043181902714
2015-04-20,23,250,29000,27516.308299082037
2012-01-12,23,250,37000,34797.81758715438
2013-08-19,23,158,22450,22373.1071784458
2018-01-04,23,130,51500,48235.2039149095
2020-09-15,23,88,39000,39178.01612504906
2020-05-20,23,85,42900,41783.333333333336
2008-03-21,23,85,13000,13773.96756675734
2007-06-18,23,88,52300,48426.813640876906
2011-06-20,23,158,17300,20157.612122389375
2020-06-15,23,88,72000,68610.8607254344
2018-01-12,23,85,32000,32535.314159209665
2007-08-31,23,158,20200,25776.564562657317
2019-08-03,23,85,46500,46399.76004273505
2020-07-25,23,85,38000,36307.24860205508
2011-05-28,23,130,42000,41369.053342974825
2006-10-29,23,158,13500,14125.380049984438
2024-06-17,23,158,33000,36181.23171026488
2015-10-17,23,250,29600,29816.370541460707
2020-11-11,23,158,29000,33795.333333333336
2006-05-24,23,88,31000,28369.170281719682
2022-05-06,23,130,32900,33212.11103615263
2015-07-19,23,85,18350,19544.056436046703
2020-06-04,23,83,21100,27000.474220862154
2019-08-24,23,158,49000,55672.60856047699
2017-06-03,23,158,27000,26845.61956214952
2014-03-03,23,130,31500,30815.746546766375
2007-04-14,23,158,29500,28475.477693216213
2016-07-19,23,158,26750,25713.253006617593
2007-12-24,23,85,20000,20680.300552897388
2019-12-27,23,85,44000,43763.78245850966
2015-04-12,23,85,13100,13999.402324517148
2007-04-16,23,88,14486,27444.707442466115
2009-04-25,23,158,43800,39109.54028791748
2019-11-07,23,158,60000,61262.54985254455
2018-03-16,23,250,30500,31655.73114810027
2015-07-25,23,158,39000,38499.97762576151
2017-03-04,23,85,34000,34130.94974135866
2017-03-27,23,158,19600,18497.81969566236
2017-06-01,23,85,37300,35918.686798732095
2014-07-16,23,130,34500,35674.86368060615
2021-05-12,23,158,52000,54510.61352438838
2011-06-30,23,158,25200,23852.76670298731
2009-08-12,23,88,26000,24512.656880259325
2014-03-19,23,158,21400,22173.777346148574
2006-09-26,23,130,34000,32227.942112703997
2012-12-14,23,250,22000,22993.816514342052
2020-12-19,23,130,37800,36359.66540044318
2009-07-08,23,158,28500,29437.99340646872
2007-11-26,23,158,11800,10412.356332545449
2017-03-01,23,158,26500,26540.117621022186
2009-06-18,23,85,29800,29485.181876202456
2019-02-08,23,250,54400,53923.44563492062
2016-10-04,23,158,22800,20603.778001808107
2007-07-31,23,88,15700,15870.304860709466
2008-03-17,23,85,22800,23752.743686089674
2016-08-26,23,158,35900,35590.19895736072
2018-01-06,23,88,56000,52123.65504289157
2013-03-27,23,88,31900,38281.93590883699
2010-03-15,23,158,34000,32841.92675759443
2006-12-13,23,88,16850,17103.24392721531
2008-01-26,23,250,25000,28806.336930852598
2014-07-02,23,158,30500,33039.48908839543
2014-11-17,23,158,52000,54055.60538807597
2018-04-07,23,83,49000,47394.24134764631
2011-09-14,23,88,33000,35848.50714141157
2006-06-30,23,85,8200,8689.722220009051
2017-05-31,23,250,28500,29352.61197715801
2022-04-04,23,158,48000,46741.894194373446
2016-01-29,23,85,28000,28072.857142857145
2007-11-14,23,85,31700,32747.158321742518
2019-11-06,23,130,57300,58209.83119852988
2014-08-21,23,130,32800,27612.99402433749
2016-06-01,23,85,38000,37316.46756052521
2016-03-21,23,158,45600,43822.204732508624
2015-06-11,23,158,32000,31732.26998905387
2011-07-19,23,88,48500,51870.2800192177
2008-03-15,23,88,54000,52458.39424397405
2007-04-14,23,85,14950,15348.841318702114
2006-12-28,23,88,23000,23030.167049489108
2006-05-19,23,88,37000,40899.30445326279
2020-01-29,23,130,43500,43973.69047619048
2016-04-14,23,85,21900,20240.922619075525
2020-11-19,23,130,74500,70323.1830669519
2017-02-19,23,85,34100,31007.361366550762
2007-03-21,23,85,24000,22546.717616255293
2019-10-12,23,158,38100,35775.22198172198
2017-05-11,23,158,23900,22127.19017535684
2014-09-20,23,88,26500,24312.72107078821
2013-10-01,23,158,35500,39641.42173701573
2009-09-03,23,85,40000,31409.44732291427
2013-12-16,23,88,38000,37281.45968478273
2017-02-25,23,85,28500,31720.01833146779
2006-12-04,23,250,26500,27922.45304409885
2015-06-20,23,88,26000,25367.31785058325
2018-05-26,23,158,19000,19244.749609530565
2016-10-21,23,85,17000,17005.678991001274
2019-10-09,23,83,65300,63954.78001594233
2020-06-30,23,85,47500,53691.08914218641
2014-03-01,23,158,15000,14966.394339437316
2018-03-08,23,88,56500,65162.441421012845
2018-06-28,23,250,36500,43897.522512944764
2009-08-08,23,88,60000,55311.64619384839
2017-02-13,23,85,12500,13755.833333333334
2011-08-10,23,88,33000,33029.99173713956
2020-02-08,23,85,30000,29726.833004268094
2014-06-24,23,158,27800,28890.181089399164
2018-08-30,23,130,80000,75753.15657485215
2010-12-10,23,85,13500,14032.359603173078
2020-02-21,23,85,54900,55183.04200188912
2015-05-01,23,158,41500,42231.03400909152
2021-03-19,23,130,84000,82461.26921829121
2019-12-28,23,88,57500,61141.327580178506
2015-10-30,23,130,13600,13885.9214190435
2014-08-06,23,85,23300,23352.689601006965
2020-12-29,23,158,83000,69306.3746010325
2006-02-16,23,130,16500,17587.837644359213
2020-11-06,23,158,56300,59361.99174404867
2015-01-31,23,83,26500,29384.750172712218
2014-11-26,23,158,22450,22715.831608820437
2011-09-02,23,158,23800,22207.52918869464
2024-07-29,23,158,53700,55004.55128205128
2006-09-13,23,158,14600,13851.813838628119
2021-03-15,23,83,46000,46227.49504949074
2007-04-14,23,130,21000,22497.644513889343
2013-03-20,23,158,21400,21926.934982625673
2013-02-02,23,85,33000,34420.19071863937
2006-09-27,23,88,12850,12794.192402368873
2020-02-13,23,88,68000,61871.12019686893
2018-04-10,23,158,59800,58391.094052814035
2010-03-09,23,88,30850,29587.126319174593
2016-12-27,23,158,33800,30446.336084916846
2015-10-10,23,85,46700,42318.09686374675
2013-02-13,23,158,25000,28002.364548007317
2015-10-17,23,158,20450,20000.02308013674
2007-07-25,23,158,8250,8825.186481954202
2018-10-10,23,158,45400,38286.81692561961
2015-03-06,23,83,23700,23374.625661911676
2019-10-16,23,85,44150,53074.90928882767
2007-04-16,23,85,25000,25575.323552008565
2006-11-05,23,250,16500,15014.426040372118
2006-10-15,23,130,15400,16823.71653903963
2007-06-11,23,250,15300,17408.876929579365
2018-05-04,23,158,50500,48615.989294761006
2019-12-31,23,85,61000,57683.145174066405
2016-02-28,23,83,41000,41300.08715915008
2011-04-25,23,158,29100,28365.544541377192
2021-02-08,23,158,50500,51535.02976697223
2013-09-09,23,85,23000,21401.19014370658
2012-03-27,23,130,31500,30815.746546766375
2011-06-30,23,85,33000,30870.285616266232
2007-09-30,23,158,28000,27759.385734635736
2011-07-19,23,158,28000,25136.441498354077
2007-03-12,23,85,25000,25866.76522402587
2013-09-16,23,85,35000,34420.19071863937
2018-09-10,23,158,50000,41429.599226429455
2006-12-03,23,158,18400,20411.300538507316
2014-04-20,23,250,29300,31245.10344355639
2015-06-13,23,158,15750,16108.081602616776
2021-06-30,23,85,63500,61600.0
2013-12-19,23,158,38969,40965.87934833003
2018-06-25,23,158,37050,37761.903014232616
2007-09-14,23,158,23800,22236.448099577243
2006-10-22,23,88,13500,14471.06614449504
2011-03-28,23,130,25000,24600.265241158624
2014-05-28,23,88,97302,101605.28912698412
2019-09-24,23,250,41000,37840.51515151515
2018-08-17,23,158,39800,39713.427128055795
2011-02-17,23,88,15400,15909.529539717618
2015-06-02,23,83,29900,33813.52062129576
2020-02-20,23,85,53000,52741.09224325038
2018-07-01,23,85,35500,34183.67522503603
2017-11-16,23,88,30500,30906.107374008607
2016-12-26,23,158,34400,33856.49742591348
2007-05-17,23,88,19500,18391.37323284693
2024-03-23,23,250,39500,35469.93265993266
2020-11-14,23,158,39000,37891.98412698413
2021-05-18,23,85,54500,47230.33144853781
2015-06-13,23,158,30000,29670.102782805636
2019-02-18,23,130,82000,83814.60987369859
2012-11-23,23,88,23500,24364.996426377256
2006-04-27,23,88,23300,23227.221759960248
2016-08-13,23,250,11800,11864.191524128362
2009-04-08,23,130,25900,27400.179219599875
2017-08-02,23,88,31300,30720.11190299412
2015-02-02,23,158,27000,28241.07778446666
2014-10-15,23,158,14300,14966.394339437316
2016-09-05,23,130,34900,32082.89665912496
2006-08-05,23,158,18000,26451.420209312808
2018-03-28,23,158,35500,36607.00192072235
2017-06-30,23,250,32000,29757.979221025256
2014-02-13,23,88,37700,37198.07301508702
2014-04-26,23,158,20850,22373.1071784458
2008-03-13,23,83,24900,29324.80535410851
2021-08-27,23,85,87700,76738.46957671958
2008-01-12,23,158,24700,25800.382980804494
2008-06-02,23,83,19300,21092.47706756223
2008-12-23,23,85,31000,37025.99522552307
2017-05-30,23,158,28400,28103.642238834338
2017-07-25,23,158,18000,19691.380405169875
2020-12-12,23,158,43700,40846.80023458828
2007-02-10,23,158,16000,17314.534330452414
2020-04-25,23,158,28600,29402.75535459969
2007-12-17,23,85,28200,29080.441199494133
2006-04-09,23,83,16000,14792.074244910435
2011-09-19,23,158,24650,26191.005742163787
2007-08-25,23,158,12000,12182.663568883969
2018-01-19,23,83,45800,45375.2166264818
2016-02-01,23,85,28250,28465.95601226525
2019-07-02,23,88,48000,40309.50270859828
2024-05-09,23,158,86000,75273.8888888889
2014-10-05,23,88,25500,26620.35959821625
2014-08-07,23,158,33000,33620.7199710194
2016-08-22,23,158,36000,33614.655766946664
2012-02-13,23,85,14050,14037.582441880406
2016-08-10,23,88,28000,28704.23220077459
2020-03-13,23,250,45000,42376.20390412247
2016-09-24,23,85,40000,39141.46262561228
2006-06-21,23,88,46500,46673.457630604695
2013-01-19,23,158,26000,27325.628066856847
2014-01-08,23,85,33000,31269.638885369102
2018-03-02,23,158,28500,29482.348190102533
2007-03-01,23,85,17300,16052.782676058987
2021-03-12,23,85,78000,77420.56555554496
2012-08-10,23,85,35300,33684.360183032586
2018-08-08,23,130,41800,41464.08041168784
2013-09-28,23,88,24000,23475.602339075765
2015-07-04,23,158,32000,31830.94775317025
2019-12-13,23,130,22200,22180.11969478262
2019-09-09,23,85,52500,54277.588750227165
2015-03-05,23,88,64000,57645.259397287184
2010-10-27,23,88,22000,23057.566318874735
2012-11-28,23,88,33000,37386.11625893468
2011-02-23,23,158,23000,22197.937413143594
2016-06-07,23,158,42000,43690.00194991111
2020-02-19,23,130,48000,45641.839537845255
2020-03-13,23,85,52000,49136.42317049103
2006-10-21,23,158,21000,19873.588240414872
2018-03-20,23,85,40000,37547.01063593299
2018-08-29,23,88,59000,52470.008662980974
2006-11-07,23,250,19000,23539.261184487066
2024-04-20,23,88,50300,52563.44764415234
2013-10-21,23,158,41700,40315.612570072866
2006-12-01,23,88,47000,40874.20340835999
2024-06-18,23,158,57000,58891.69863332434
2016-01-01,23,88,39500,40676.42090485588
2013-09-24,23,130,38100,38755.29622498734
2014-07-30,23,250,28400,28647.299720275947
2019-10-11,23,130,53700,52803.48287887682
2020-01-22,23,83,19000,23381.37952788959
2013-02-26,23,85,25000,26453.671266456826
2016-09-21,23,130,49600,46846.5590968227
2007-06-23,23,88,59750,59109.297348808104
2011-04-22,23,83,51800,47183.41379314959
2015-11-02,23,130,31500,37442.5593512909
2015-08-14,23,130,44500,42370.79392908291
2015-02-07,23,158,27200,27495.241624067992
2006-10-22,23,85,14800,14443.339810583104
2006-06-06,23,158,8900,9390.762034424757
2014-07-10,23,158,25500,26179.91806526205
2016-03-17,23,88,24800,32926.28764753765
2017-07-11,23,85,40900,37763.66520143301
2015-06-20,23,158,19600,20330.093804186683
2006-02-06,23,158,30800,34047.5990076118
2009-08-16,23,158,33000,35530.767249422744
2016-10-19,23,88,37500,37920.98187712202
2014-03-05,23,158,30500,28765.814440924594
2020-01-22,23,88,69800,64326.352287187954
2020-10-09,23,85,45500,52966.666666666664
2011-04-14,23,88,18100,17688.667044894097
2016-09-30,23,158,34500,32581.300425826157
2020-05-05,23,158,77000,78760.84844054581
2015-02-27,23,158,18900,17604.60161999378
2016-06-16,23,85,30700,30913.872091055637
2011-06-01,23,158,30000,26263.891759340397
2020-03-14,23,250,52000,45343.30701184543
2021-05-08,23,158,71000,71704.68269459702
2008-03-18,23,158,16400,17731.266355203796
2020-02-11,23,158,33500,36127.443321777035
2014-10-20,23,158,32900,33593.904597901594
2016-07-30,23,158,24400,25087.477641357073
2022-04-30,23,130,14300,14041.769057169786
2015-06-30,23,83,35800,36692.41678558562
2015-09-02,23,88,55000,52304.015417288014
2009-11-25,23,158,18330,17768.076919024086
2011-01-04,23,130,30000,30160.871497342265
2019-03-18,23,250,38000,35075.84920634921
2016-06-07,23,130,35300,32041.9306895759
2019-09-29,23,88,70000,66491.85185185185
2018-08-25,23,158,49500,41525.20776849226
2020-09-26,23,88,77900,71653.42006046521
2019-10-26,23,85,55800,56598.70487872385
2009-04-17,23,158,30000,30412.414604393114
2015-11-03,23,130,13300,13399.407871253223
2019-10-11,23,83,32300,44749.117969969964
2020-12-18,23,85,47000,40738.43032774615
2013-12-30,23,158,33444,33551.79370613933
2019-08-23,23,158,26000,27171.31854354591
2016-10-28,23,85,47500,44878.52668696553
2019-08-05,23,130,36000,42614.9198933222
2023-07-15,23,158,52900,47076.13321602998
2017-01-16,23,250,30300,35477.28766999245
2014-08-04,23,250,24600,22867.07584051087
2019-12-23,23,158,49700,49871.62397643356
2019-07-21,23,130,67000,62389.737443450955
2014-11-26,23,130,40000,39256.393168469454
2017-11-10,23,158,38300,36665.135045330535
2008-02-18,23,130,32000,32392.282762031555
2015-01-12,23,88,46200,45383.24443500031
2008-03-06,23,88,15000,22084.88226067524
2011-02-19,23,88,38800,37281.45968478273
2012-02-23,23,158,27000,27232.44386772265
2023-06-23,23,85,27445,27676.158788719073
2011-01-05,23,158,35600,35053.773691716335
2011-10-06,23,250,37000,34687.91980696103
2006-03-24,23,88,28000,28495.58948973399
2017-10-31,23,158,22900,22836.258648697847
2012-05-08,23,88,53000,52059.6119831883
2008-02-12,23,83,39700,37158.821011857086
2015-02-16,23,85,35000,31824.470583864037
2007-11-14,23,85,38500,33099.299435583634
2009-04-28,23,85,13000,13833.548638205271
2015-12-22,23,88,35800,31753.938593818988
2006-11-04,23,85,18500,18009.223004970863
2017-07-17,23,83,35750,37527.26175334327
2019-10-03,23,85,39400,39490.0
2020-06-30,23,88,45000,45444.06959222943
2006-12-15,23,88,29750,24553.72864477847
2017-04-28,23,158,26900,30562.767621744035
2012-01-28,23,158,30000,28890.181089399164
2013-05-25,23,85,23700,23338.54533482508
2017-04-07,23,83,37800,37589.22920144541
2012-03-01,23,130,26900,26051.400662011933
2020-06-06,23,158,33000,31502.87014813846
2010-03-11,23,158,35350,32398.601017924233
2008-03-06,23,158,23000,22949.87612032681
2006-03-24,23,158,20400,20377.313637701238
2013-12-05,23,85,25100,28662.162238508874
2007-07-28,23,158,47000,48819.94665711036
2018-06-04,23,83,28900,35837.11182336182
2015-04-04,23,83,52500,51736.574473952765
2021-08-28,23,158,45500,52820.07385189893
2024-08-14,23,130,70500,69204.09333063649
2015-07-01,23,158,32000,31911.353039845624
2020-02-08,23,158,34000,39738.712561570646
2020-12-26,23,158,62000,60509.91497074785
2015-08-24,23,158,16500,16108.081602616776
2014-08-20,23,250,22800,22887.609173844205
2015-06-04,23,250,26500,25524.725664874153
2009-02-17,23,85,23000,27757.519123771213
2013-10-15,23,250,22500,26535.96629515645
2019-11-07,23,158,40000,38199.05197777452
2016-09-23,23,158,32000,31837.10200708982
2018-03-19,23,88,45000,48536.538962269224
2021-05-29,23,88,62500,63625.33485696868
2018-08-18,23,158,37000,41485.11180295292
2006-10-11,23,88,11700,10036.039886039887
2023-08-11,23,85,57000,50097.24674329502
2017-03-12,23,85,32500,35833.89036969595
2011-12-05,23,88,17500,17664.233957110184
2016-07-15,23,85,16500,17002.104916927197
2009-01-29,23,158,32000,33418.74778816805
2017-11-18,23,250,12000,12237.830983181055
2015-03-08,23,85,36300,35997.89511185239
2014-09-23,23,85,24000,23100.868047445667
2014-09-24,23,130,25500,26184.448265247
2020-02-11,23,250,57300,55377.1183742652
2007-08-20,23,85,33500,35233.91338290206
2008-08-04,23,85,38900,36898.3818839285
2017-02-11,23,130,31500,32892.55761523189
2008-01-08,23,83,20000,23506.696581196582
2019-12-13,23,130,21850,21952.519406715026
2006-04-10,23,130,17900,20417.32720590939
2020-05-09,23,85,39500,39239.18102429192
2009-07-09,23,130,30800,29905.11616423778
2011-10-10,23,88,22300,20841.634425287582
2008-02-19,23,130,19500,22495.60335828581
2021-05-29,23,158,66800,60394.49823118246
2006-08-25,23,250,13400,13691.319482921614
2012-10-03,23,88,23000,24947.919359070038
2006-11-25,23,88,19000,26405.817082712376
2020-07-04,23,85,49000,49242.77519286123
2017-10-30,23,88,50000,45561.12775352243
2015-10-01,23,158,21000,23256.483806809993
2021-01-16,23,158,71700,74488.44816517812
2007-01-20,23,83,25000,22758.821791569695
2014-06-19,23,130,30000,30249.863037951665
2016-07-18,23,85,56000,55478.89284945921
2012-10-19,23,88,15300,17500.758658079878
2021-01-06,23,85,60000,59632.66023965142
2017-06-12,23,85,37000,36980.67947134019
2008-02-19,23,88,18800,21948.599712549607
2013-05-06,23,158,21800,23047.93652686278
2020-08-22,23,158,55000,51302.34131595446
2006-08-13,23,158,12750,13890.409000707152
2019-12-13,23,130,22200,22180.11969478262
2013-08-13,23,130,40000,39692.34018775569
2008-01-25,23,250,25000,25800.382980804494
2016-12-08,23,158,44500,42597.83617985051
2019-11-09,23,83,19950,21140.52565681445
2011-04-26,23,83,36800,37013.36329033481
2019-04-06,23,158,42000,41835.06225563169
2011-01-06,23,85,31000,33987.080011486054
2007-04-23,23,158,13500,14291.912518515459
2015-10-20,23,88,18000,19885.417068929477
2017-10-09,23,158,30400,28700.125202356754
2017-03-09,23,85,38400,37662.91793092172
2018-04-27,23,85,22000,28664.31201421483
2007-12-31,23,158,31700,28345.861989043602
2020-07-19,23,85,72000,61082.55456117955
2011-11-12,23,158,42000,43772.521074869335
2006-09-23,23,158,20000,19930.718071136896
2007-06-29,23,88,60900,64848.26207543949
2012-06-18,23,85,17400,16994.280627638833
2014-08-12,23,158,14000,14966.394339437316
2019-10-24,23,88,70000,70002.15646755778
2020-03-01,23,83,64000,66152.77777777778
2006-03-13,23,85,8870,9174.051926069573
2010-10-04,23,130,23000,22924.99694675418
2009-08-22,23,85,17750,18011.417779566043
2012-02-03,23,88,27000,24875.860535540625
2013-05-08,23,85,30600,32394.146103555213
2017-05-19,23,88,11400,11618.094067536842
2006-06-19,23,85,28500,28797.899537827714
2016-02-01,23,85,15500,15708.256659702123
2015-05-16,23,250,27800,27523.19836231885
2015-10-08,23,85,35000,27918.55255795452
2020-06-04,23,85,30000,38896.175119072745
2017-04-28,23,85,45000,43913.53360967071
2019-12-24,23,88,51400,57905.34854145072
2020-09-21,23,158,70500,73836.26356002846
2007-05-29,23,85,19000,27976.155928706652
2022-10-08,23,88,51000,61621.85040958879
2015-09-14,23,88,26100,24865.870737808273
2014-03-14,23,85,30500,30675.401705243992
2019-08-17,23,88,74500,70756.32254782255
2024-03-24,23,158,64200,64408.92851476827
2007-09-04,23,85,33500,30922.230010488198
2015-04-15,23,85,29800,35744.82173617482
2007-12-14,23,250,21000,31788.946333514334
2009-06-15,23,158,19900,17686.89349008554
2023-10-14,23,130,55000,55714.27222222222
2009-07-04,23,158,15000,14506.303157196604
2023-07-20,23,88,154000,159916.66666666666
2020-11-18,23,88,84000,73377.95864661653
2009-08-17,23,85,26900,25645.34506208913
2021-01-04,23,83,41000,42779.32335257336
2021-07-07,23,130,84000,75019.56024051592
2021-09-11,23,158,65000,76806.89019771651
2009-06-23,23,88,42700,39441.09667278676
2021-01-15,23,85,9000,8913.49614052068
2008-04-02,23,158,28700,29089.154705867557
2016-10-06,23,88,35600,36993.792483182624
2010-03-18,23,85,29000,32837.045755268264
2015-05-28,23,88,11400,10996.327070187923
2010-05-25,23,130,40000,41229.49416907531
2017-03-11,23,158,26150,26387.540000848825
2009-07-20,23,85,15900,14047.676278270541
2021-10-05,23,85,85000,55512.31095827205
2010-12-09,23,130,40000,39692.34018775569
2010-08-18,23,88,26500,26733.59955435497
2016-11-30,23,83,22500,24023.819444444445
2008-03-17,23,158,29000,29157.92365477815
2010-10-12,23,158,19800,21781.987461139317
2015-08-22,23,88,24500,26100.073990436027
2008-01-10,23,85,21000,24294.454917457962
2014-09-29,23,158,28000,29200.278853399985
2020-12-18,23,85,38800,56868.920686178535
2015-12-12,23,158,31800,29824.185474892314
2007-12-25,23,158,26900,26589.193121693123
2009-07-07,23,130,44000,39256.393168469454
2018-09-15,23,158,58000,51881.29847750037
2014-03-24,23,85,24650,24712.68066991131
2013-11-27,23,158,22200,22127.23907255973
2006-11-14,23,158,8500,7955.304986262337
2012-09-10,23,88,46500,48506.3756236133
2006-10-25,23,88,24000,26359.832006520584
2018-03-16,23,158,36000,38109.57402900085
2016-12-20,23,158,32750,34221.965014685076
2018-11-06,23,158,36200,30639.03569457304
2015-06-07,23,83,41800,41918.71348531327
2020-06-30,23,88,38850,38191.82600732601
2022-05-06,23,130,32900,33212.11103615263
2013-10-22,23,158,17570,17514.780740852857
2018-08-18,23,158,46400,48145.55555555555
2007-04-28,23,130,23600,23353.79207965237
2020-06-13,23,85,51000,57303.039304898324
2020-11-14,23,158,59000,57070.53648769706
2013-12-12,23,158,33494,33490.844341423006
2019-07-05,23,250,47000,49459.49007936508
2016-02-27,23,88,20000,20185.83035786567
2010-01-12,23,250,23900,23758.598246634912
2016-07-28,23,158,25500,24537.55748857961
2011-08-31,23,88,28500,34676.70866229247
2015-06-10,23,85,31000,31308.61567499023
2014-09-28,23,85,14050,14011.937531235495
2020-08-06,23,158,46000,45625.54232804233
2017-06-24,23,88,30000,30552.06871150292
2014-10-04,23,158,14800,14966.394339437316
2020-07-06,23,158,48000,54360.96427308418
2009-11-16,23,83,30000,29251.399075861034
2014-08-12,23,83,13900,17675.377942180337
2021-01-11,23,158,75000,85221.65954415953
2018-09-08,23,88,63000,62946.10222978173
2006-10-25,23,130,13000,13537.959919204213
2011-01-24,23,130,29430,27686.47016598461
2006-05-31,23,88,25300,20764.769868023104
2016-01-31,23,158,41400,43279.92544712818
2017-11-18,23,88,19000,22667.240344824128
2011-08-01,23,88,42800,35754.373875700236
2016-01-16,23,88,27200,28231.032997140377
2015-04-08,23,85,31000,32828.74351540772
2006-11-14,23,83,16600,17111.39778196164
2021-07-31,23,158,56700,58968.79655947964
2020-09-22,23,130,26800,26314.25053160072
2014-08-18,23,130,54370,55362.1994570922
2020-12-19,23,88,66500,66585.97979377903
2014-09-27,23,130,26800,26620.080478514712
2021-07-28,23,85,58300,49022.14123868885
2006-12-22,23,83,23300,23320.98214801483
2007-07-11,23,85,30942,31127.078890520326
2019-10-10,23,130,67000,63759.08314002199
2020-01-06,23,85,58000,55080.31931011554
2006-01-10,23,158,8500,9699.220227546832
2013-11-11,23,158,21500,22767.92672805572
2006-10-16,23,85,17300,22524.85797983275
2007-06-07,23,85,29000,28626.169325477913
2011-03-04,23,85,18000,16532.294770609667
2008-04-05,23,85,30400,30207.422790888642
2008-07-08,23,130,31900,27601.882093420012
2015-10-01,23,130,33000,34624.66027884245
2016-06-30,23,158,16400,17630.480541177178
2017-05-16,23,130,12500,12764.833016219372
2016-03-21,23,158,24000,25867.753023436308
2019-12-16,23,250,44800,44419.35126219034
2017-03-16,23,83,36400,37651.489288052704
2020-05-21,23,130,27450,27401.48894369747
2006-02-20,23,85,21850,22039.655733209063
2023-06-03,23,130,11000,12504.746474111551
2007-07-02,23,130,20300,26477.597249947743
2019-08-05,23,130,75000,81208.5
2014-08-15,23,85,29400,31636.003673071365
2008-04-19,23,158,20000,21219.022884337868
2021-09-13,23,130,38000,54703.71906176136
2021-07-31,23,158,67000,65381.43857408737
2006-11-25,23,85,24500,23659.207270365485
2015-01-14,23,85,10480,10738.241525103354
2017-02-27,23,83,31000,33454.947751012776
2019-11-24,23,158,26750,27009.50967719099
2014-06-14,23,88,50200,45700.09388816903
2018-02-12,23,85,38750,37814.5891709413
2011-09-08,23,158,36800,33696.81436593314
2022-05-06,23,130,55300,57204.84537331165
2016-10-20,23,158,17800,17630.480541177178
2010-11-01,23,130,41000,41478.49351391499
2023-09-23,23,88,86500,86870.57798481711
2007-09-18,23,158,11950,12677.156820360284
2012-07-19,23,88,36300,35817.915018391126
2020-06-16,23,158,57000,58447.34921702371
2011-02-09,23,158,17800,17706.83326741988
2019-01-18,23,250,29500,31691.685185185182
2007-03-13,23,158,13850,14046.839026098316
2015-04-14,23,250,38500,38594.58245446199
2017-05-01,23,83,41500,44643.68194932785
2007-08-09,23,158,23800,29360.921764515646
2018-04-07,23,83,47500,50751.531986532
2007-10-10,23,85,14500,14165.774074074074
2018-02-12,23,85,42300,40134.209571345
2022-04-23,23,88,32900,30836.811594202896
2020-07-04,23,158,62000,58264.2609669599
2007-02-28,23,250,21900,24054.23112277102
2009-08-15,23,158,25000,24295.53572058437
2018-10-04,23,130,72200,76407.55557889823
2012-01-17,23,88,48500,44601.15614537892
2019-12-27,23,85,23700,23459.434594536706
2015-02-16,23,85,34800,33188.62597964077
2016-04-29,23,158,35400,36315.97246555196
2013-02-22,23,85,25250,29677.38050449924
2021-09-10,23,158,67000,64625.133207070714
2021-04-16,23,250,68000,66693.7054877653
2021-04-02,23,85,59300,59972.38509320084
2014-06-05,23,85,26900,26831.603301541512
2020-07-22,23,85,29800,28724.451279557943
2015-05-15,23,158,22900,24913.400724174928
2017-09-21,23,85,30500,38652.26258900941
2016-06-28,23,88,35000,36224.167062307206
2006-07-21,23,158,23500,22205.816746110602
2006-11-06,23,83,31500,29724.769306509363
2023-12-07,23,83,30000,52120.8098399921
2014-09-20,23,88,31500,33636.576499704046
2017-07-04,23,83,16100,16474.846334221336
2015-01-12,23,85,35500,34782.679862414385
2013-07-01,23,85,26000,35341.565382777226
2008-10-05,23,88,28500,33847.10745094461
2015-10-27,23,158,15000,16033.31970911446
2011-08-15,23,130,28000,27266.47362783153
2020-06-26,23,88,75000,71778.76681432263
2011-07-30,23,158,18950,17731.266355203796
2021-05-04,23,250,49500,52398.83510125294
2009-08-29,23,250,28600,27532.26424713817
2009-10-23,23,85,21500,21728.830847051595
2006-04-01,23,158,18900,19190.718918029877
2018-03-06,23,158,37000,38924.90057074036
2019-05-17,23,88,66100,65965.03418803419
2008-02-11,23,158,47500,45457.555555555555
2018-03-14,23,88,32500,33391.01767088588
2012-05-08,23,158,24100,25136.441498354077
2014-11-12,23,88,35300,35517.94790109139
2017-04-28,23,130,36450,37417.428034324985
2021-06-02,23,158,83000,86079.89833557248
2015-04-16,23,85,13900,13999.402324517148
2015-04-30,23,158,24800,22818.8009442784
2008-01-07,23,88,12800,17664.233957110184
2006-08-11,23,85,12000,15026.417145127447
2010-10-27,23,158,42700,45944.08033409398
2014-06-02,23,83,28900,28605.0214141616
2017-07-14,23,130,37500,35754.57883280227
2008-01-27,23,85,35000,37695.08588721893
2014-03-08,23,85,41500,38717.58470654577
2019-12-07,23,158,58400,58617.265052585964
2016-12-09,23,83,23000,22501.13165301805
2018-03-10,23,158,30000,30835.940476190477
2019-10-18,23,130,15800,30667.42451039483
2016-10-01,23,85,37500,36422.93278265829
2007-04-13,23,250,17500,15691.163472584063
2006-10-23,23,88,30000,22834.373927433215
2024-01-16,23,85,83000,82360.92373530661
2018-01-06,23,158,35000,34046.91808095702
2006-08-04,23,85,5800,5866.222222222223
2019-10-29,23,158,50000,47418.665681581384
2021-05-05,23,158,63800,68617.73888951575
2007-11-10,23,250,18000,17847.21678050872
