Date,gu,dong,Actual,Predicted
2006-10-09,23,158,20900,19873.588240414872
2023-10-17,23,158,58950,57337.70215517665
2023-02-14,23,130,25000,28419.920457870398
2014-03-20,23,158,18300,17539.213828636774
2014-06-30,23,250,22000,24402.453715241347
2017-10-15,23,83,30600,33507.26770687486
2006-09-16,23,158,39500,41134.79847422119
2015-09-01,23,88,25500,24865.870737808273
2014-07-14,23,158,34803,39044.53362362051
2009-08-11,23,158,18900,17768.076919024086
2008-08-21,23,158,15800,14504.732646828232
2018-01-01,23,85,37700,40330.485152310335
2024-05-18,23,85,91000,92909.05681799466
2022-01-29,23,158,61000,59976.40683314283
2011-01-15,23,88,49000,47398.77947445938
2013-10-11,23,88,23400,23074.925247073857
2019-06-21,23,158,34600,34741.542568542565
2016-10-31,23,83,47000,46896.20791245791
2015-02-28,23,130,30700,32615.6823341081
2006-04-15,23,158,7500,7705.157042930947
2008-01-26,23,85,31800,33747.01090895973
2011-01-12,23,158,21500,22160.99091510579
2024-03-28,23,130,26000,24754.44444444444
2006-11-20,23,158,17000,15014.184774836454
2014-07-29,23,158,19950,20956.149110725557
2016-06-17,23,158,30500,31553.430160501975
2010-05-18,23,158,32000,33246.64287099125
2023-02-11,23,130,28700,28596.059822949763
2011-04-05,23,130,33500,32392.282762031555
2015-09-08,23,85,36800,38928.65008985471
2021-03-29,23,85,72500,67695.08758699162
2008-04-04,23,85,32400,32460.143108782708
2023-03-20,23,88,57000,64698.52496572532
2016-02-16,23,158,25700,25916.41073398228
2008-02-29,23,130,25000,26190.852458533107
2009-02-23,23,158,28700,29259.069801005124
2010-05-11,23,250,28700,27586.48322682645
2021-02-26,23,83,28300,32654.14933350817
2016-03-13,23,85,30300,28373.197150135646
2017-11-29,23,88,29000,29780.246440685394
2006-07-21,23,85,18000,18013.814930956785
2024-07-01,23,85,100000,106168.76565727053
2015-04-14,23,83,32000,31674.250667826505
2020-02-27,23,158,59000,57362.95425087149
2007-03-29,23,85,13500,15351.005176637313
2009-07-22,23,158,36700,33482.302341701325
2016-09-07,23,250,29800,32172.388054292423
2014-08-31,23,158,20300,21783.359132625646
2006-08-24,23,158,20700,22208.566619140904
2016-11-15,23,88,43000,40570.366865856064
2017-01-03,23,88,70000,63098.56350054248
2006-02-08,23,88,35000,34537.959452259754
2018-01-06,23,130,50000,49198.90800988827
2015-12-11,23,83,10500,10503.117367257531
2011-05-05,23,88,22500,23345.35911448002
2012-02-04,23,158,40000,40329.25343407043
2008-03-01,23,85,23500,26369.19220665914
2006-12-18,23,250,19000,18305.88643085571
2006-04-17,23,85,16700,16214.318445401086
2018-11-14,23,88,64900,62328.752185946636
2024-08-09,23,158,60000,56558.64105992693
2016-10-31,23,158,34900,36822.57598564916
2017-09-11,23,85,31500,31194.559063097866
2014-04-21,23,85,35100,37224.75476773561
2006-09-24,23,83,16100,17062.690984624132
2013-12-28,23,130,26800,31755.528886083783
2006-04-20,23,85,16000,14127.384013270328
2013-04-15,23,250,24500,26123.156661000645
2016-10-04,23,83,39000,37632.779705193265
2015-11-30,23,158,27500,25956.688702439293
2016-10-18,23,130,37800,36639.77731634908
2012-08-23,23,250,33500,29280.628061673462
2016-02-26,23,158,35500,36999.50922781565
2018-11-06,23,85,35000,40581.47447017236
2019-08-28,23,158,48000,49084.39518553766
2006-04-01,23,158,12200,13260.72044238567
2021-08-07,23,88,65000,62737.36614199641
2024-01-20,23,158,27000,30086.176682415502
2009-08-29,23,158,42800,39630.77599171142
2010-10-25,23,85,33000,33967.01993020549
2017-03-07,23,83,11000,11288.430647024892
2008-03-24,23,130,22700,22802.9502165932
2017-01-06,23,83,38000,38860.313807117964
2016-10-18,23,158,26500,26647.539970726662
2017-04-01,23,158,32100,33566.135350968536
2006-11-07,23,158,7800,7884.8848420895065
2007-05-16,23,88,55000,48619.02849347645
2016-07-09,23,130,36000,35371.79288668982
2016-09-24,23,130,70200,66452.25491566995
2014-01-09,23,250,23300,22510.315848976163
2012-05-25,23,85,35000,36154.37729522135
2014-08-19,23,158,33234,33503.963724895366
2008-02-18,23,158,15000,17706.83326741988
2017-03-29,23,158,32900,33514.54484221058
2019-09-19,23,158,32900,37547.672699162664
2015-11-02,23,85,38000,38236.925732541684
2018-06-23,23,130,46500,44242.63144462288
2006-10-25,23,158,23000,19927.847619924254
2015-12-08,23,85,35000,33974.985765008925
2011-07-29,23,85,40500,33988.19233647159
2020-02-08,23,85,37700,40013.464269538475
2020-08-01,23,85,30900,29850.331182223843
2017-03-16,23,85,30000,32296.395284856997
2018-12-04,23,83,8500,10365.50145312511
2014-02-24,23,85,24200,23332.510753984196
2007-11-24,23,85,23700,26786.49731971986
2015-02-27,23,158,17800,19890.541701004204
2012-04-18,23,250,22850,22816.276468255815
2010-11-01,23,158,20900,21781.987461139317
2023-03-16,23,130,29000,27766.612519433307
2006-03-14,23,85,14000,13363.091334961757
2017-11-26,23,158,45900,44908.1069124914
2021-02-08,23,158,61000,65866.80825726491
2016-03-15,23,158,24200,25941.703312054382
2020-05-09,23,83,58500,65758.20105820106
2024-08-20,23,88,103000,107594.49342905285
2015-03-16,23,158,39800,42255.57926442223
2008-03-15,23,158,28700,28932.27279917775
2006-11-13,23,158,12300,14240.878929297354
2018-09-14,23,158,46900,44724.333333333336
2007-07-25,23,250,32500,29344.710062012065
2013-05-03,23,88,20000,22338.86851129597
2008-12-24,23,83,30000,37294.80914135824
2007-04-09,23,158,22600,22689.444444444445
2006-06-06,23,158,8800,9640.19632034632
2014-05-10,23,250,29000,40775.01258001258
2011-05-20,23,158,25000,23690.29786937217
2014-02-12,23,85,29500,34529.43249124631
2023-09-18,23,88,70000,81126.48794688807
2016-10-29,23,158,26700,26051.358035471207
2011-09-22,23,83,24500,23058.142629402395
2019-12-13,23,130,22150,22140.884184967967
2010-07-25,23,158,18800,19359.298412679847
2016-05-16,23,158,32700,32442.78566711887
2007-07-05,23,130,15500,15710.811071570723
2007-03-28,23,158,14000,14195.140613399906
2010-01-08,23,250,25000,26054.342530591162
2018-03-30,23,85,21500,19770.455174734558
2014-08-19,23,130,57115,56212.96541576042
2017-07-18,23,85,31000,30704.768999863532
2022-05-09,23,158,69000,62670.44160920873
2015-08-08,23,158,24700,24226.067349157503
2023-08-16,23,85,32700,34255.66020059479
2009-06-15,23,88,20500,21692.947192764856
2006-07-27,23,88,16000,16440.601936097966
2019-12-16,23,85,31650,31986.2728854769
2006-03-12,23,88,15400,15831.011178770705
2017-09-13,23,158,28700,25551.18413044037
2015-02-02,23,85,27800,30991.108081178194
2021-06-15,23,88,59700,61639.46448098479
2015-07-25,23,88,35900,33177.174691554705
2012-10-09,23,88,32500,37003.109545672705
2014-08-18,23,130,52151,54613.19899874753
2011-07-06,23,158,24500,24039.405921758178
2016-07-19,23,83,36000,37986.19829802202
2013-06-17,23,158,19350,21461.443869086746
2019-12-11,23,85,23000,23677.490544475197
2018-10-08,23,83,65000,61571.28623664491
2007-07-28,23,158,9200,9277.5095813352
2006-03-24,23,158,8500,9330.99371786364
2021-04-23,23,158,68000,86218.85683760683
2011-12-10,23,88,36000,37334.724990905175
2021-05-06,23,250,83300,79998.7564903248
2016-04-05,23,88,26400,26063.445868945873
2017-05-20,23,158,36000,36520.57822981217
2012-05-17,23,158,29000,26106.244896294767
2019-10-30,23,158,29500,27661.38888888889
2019-07-11,23,130,65000,60703.16209488143
2017-11-21,23,85,44700,41768.60487588604
2013-05-15,23,158,27700,27803.424965419075
2015-04-24,23,83,34800,35292.631488250285
2008-08-04,23,85,34000,35286.19431817059
2014-01-25,23,158,29000,28890.181089399164
2015-07-20,23,158,26000,25257.795495850787
2014-08-25,23,158,37500,33466.49745453612
2015-07-11,23,88,52000,51633.37369024921
2006-10-04,23,130,21000,20445.652182029564
2015-01-02,23,85,36200,33763.56195252678
2016-10-01,23,158,24900,25041.788689639754
2020-08-12,23,250,72800,64955.43789172692
2019-12-18,23,88,74000,76938.57275132275
2019-12-21,23,158,61500,61588.28154365214
2007-04-25,23,85,5900,6111.0
2018-01-10,23,158,42000,41363.6093865098
2016-02-22,23,85,34000,33209.20191192354
2023-03-20,23,250,11500,11788.919612629057
2006-11-06,23,158,11000,11780.974029510797
2013-12-12,23,130,21950,22707.034378649234
2022-04-18,23,130,27900,28284.607386981017
2016-02-20,23,85,34000,35416.84487160245
2018-03-21,23,158,45800,49035.92702335804
2013-12-15,23,130,29000,30815.746546766375
2012-07-01,23,88,40750,39138.20504467805
2007-07-06,23,85,33321,29429.78671013845
2020-06-27,23,158,26400,26035.524199336163
2011-02-08,23,130,43000,40176.32079006447
2016-01-15,23,130,43300,43171.39393602026
2024-08-06,23,158,56700,59174.23192712297
2007-04-11,23,85,15700,16566.99518703112
2015-05-21,23,85,18800,17533.0563134294
2021-07-10,23,88,47500,48252.40548383552
2021-07-20,23,88,91500,91027.8999967781
2011-05-05,23,130,35250,32392.282762031555
2017-04-05,23,83,30700,33613.127572513506
2012-05-12,23,130,31500,30815.746546766375
2013-10-09,23,158,27100,28964.67372079877
2006-02-06,23,158,33500,34047.5990076118
2011-09-20,23,130,33500,34578.913272015714
2013-12-23,23,158,32269,32384.052989257852
2015-03-14,23,88,8900,9123.50384866845
2019-11-21,23,158,47000,47980.315435579956
2020-06-29,23,158,50700,46392.666666666664
2016-04-30,23,130,28500,29308.105158730155
2006-11-18,23,85,27300,25054.816598645404
2020-02-26,23,250,29000,39514.19121154165
2018-08-13,23,85,47500,52720.574548395845
2018-07-01,23,85,28000,34342.52929292929
2009-09-07,23,158,40000,34043.09338230993
2017-03-21,23,130,31000,32028.338467632588
2016-12-20,23,158,28800,26184.170996757624
2015-09-19,23,130,44800,39256.393168469454
2006-10-18,23,158,13000,14105.61862694647
2017-02-04,23,250,32450,33254.240141072376
2010-12-02,23,85,28000,27028.58185355177
2023-07-26,23,83,33000,33826.9667312686
2013-04-18,23,85,25500,25651.001520702393
2018-08-09,23,158,31000,38687.880455469625
2014-02-20,23,83,10500,10398.260665786534
2008-01-15,23,85,32650,34869.61673243735
2019-12-07,23,250,45800,43869.35126219034
2018-08-23,23,88,35750,34053.49521475257
2007-06-28,23,85,34500,35015.64875129183
2018-04-05,23,250,36500,38644.2051266964
2008-08-14,23,88,52500,43861.60271861519
2019-09-18,23,85,54000,54954.63899076469
2018-03-10,23,88,42000,47485.77908040469
2016-05-23,23,85,27000,28006.438630718916
2006-04-07,23,158,17900,19220.28096987858
2009-08-15,23,158,25500,24202.286374737636
2013-10-01,23,85,29800,30206.558055546848
2022-05-06,23,130,32900,33212.11103615263
2020-10-23,23,250,58000,43558.350134717446
2013-06-03,23,158,27000,23744.194126383212
2006-08-15,23,158,19600,20004.251393870618
2009-07-15,23,83,26900,29328.657031842948
2024-06-01,23,158,49500,45731.1684906355
2009-04-08,23,85,12250,13833.548638205271
2009-06-19,23,158,22100,22852.55278682446
2021-10-25,23,158,74500,77933.46398237324
2020-06-21,23,85,27000,26822.761993948952
2006-10-13,23,158,11000,11710.548441754327
2023-08-30,23,88,78000,80688.47295024728
2006-02-15,23,158,7000,7744.4000655076625
2009-04-03,23,83,30000,34477.40446269927
2007-06-15,23,88,55000,54297.06322182397
2024-07-02,23,83,65500,69212.67108129802
2015-03-11,23,158,27500,27550.693504519873
2017-03-03,23,158,21300,21922.418423202293
2020-06-23,23,85,58500,54837.75850500262
2021-12-15,23,88,101500,95927.28282828281
2011-11-15,23,85,38500,34577.386752122344
2018-09-13,23,130,48000,41003.28174091273
2015-05-13,23,158,18300,19999.34640969701
2017-09-16,23,83,41500,42575.032483146286
2007-06-29,23,130,23000,23589.97372453255
2016-02-11,23,88,39000,35401.37628451227
2017-06-05,23,158,21800,22385.621009121507
2023-07-15,23,130,14500,13746.82747705833
2016-11-19,23,88,43700,46699.585229789525
2014-07-14,23,130,13000,13676.57108379601
2007-04-18,23,83,24900,25961.9079388464
2015-09-22,23,250,35500,34047.529078699554
2011-04-06,23,88,31900,32154.32655385818
2021-01-08,23,85,61000,68772.44302472899
2010-09-11,23,88,35000,33162.134075308204
2016-03-16,23,88,37000,36338.20816495594
2019-08-26,23,158,21000,27444.4696969697
2018-08-11,23,85,12000,11619.988716481674
2006-06-20,23,88,24000,21810.116554718108
2024-03-28,23,130,26000,24754.44444444444
2015-03-13,23,250,27400,32393.0044826364
2014-08-23,23,83,22250,22956.171796481565
2014-03-28,23,83,33000,34772.22971584411
2021-02-27,23,85,59700,60830.0
2009-09-09,23,88,44000,39441.09667278676
2013-01-09,23,250,23400,25989.3935429837
2021-01-23,23,158,53500,52590.122901315364
2007-10-05,23,158,16000,17481.88224331465
2007-05-02,23,158,11500,11084.286981935145
2010-10-15,23,158,33200,33807.52237532547
2013-10-01,23,85,34930,33793.90022421307
2007-09-03,23,85,17300,17531.658961339876
2010-05-07,23,88,40000,39441.09667278676
2011-07-08,23,250,23800,23105.132536654666
2017-05-29,23,158,28000,27310.050554635916
2015-09-17,23,130,61800,59019.749846671155
2020-11-07,23,130,27500,28414.97178819728
2016-01-11,23,85,39500,37991.41738718399
2006-10-21,23,88,47700,40153.379383808264
2008-07-14,23,83,24000,29636.23161919222
2017-10-03,23,88,17300,17373.982329163755
2007-03-10,23,85,6000,6090.527777777777
2024-03-14,23,88,63000,72073.92020620282
2018-03-17,23,85,39700,40953.14801943304
2006-05-07,23,130,21650,21666.3774064285
2016-10-19,23,130,46500,43334.538980041754
2011-02-11,23,250,31000,31722.83049068921
2009-03-24,23,88,38800,39117.68223071527
2016-09-08,23,158,32000,32028.422865002245
2024-06-29,23,130,53500,49484.125325138535
2018-01-01,23,85,59500,59224.821428571435
2008-02-21,23,158,24250,27304.439682005537
2014-10-01,23,85,40750,42314.728045065436
2021-09-29,23,85,75000,73292.45634262027
2016-03-04,23,130,39000,37699.18465229662
2015-07-16,23,158,29950,29481.77698649892
2009-11-04,23,85,37500,33354.228080978835
2018-08-06,23,158,30500,30561.83133647352
2024-05-09,23,130,124000,135733.33333333334
2011-01-25,23,130,24700,25250.5680189364
2009-07-06,23,88,42900,39574.152063964284
2008-02-27,23,85,32800,32460.143108782708
2009-06-20,23,88,25400,25119.101808740455
2014-05-21,23,85,9800,9577.539821847577
2011-07-17,23,85,14100,14037.582441880406
2020-09-15,23,85,57500,64478.42720558662
2007-04-13,23,130,23450,22809.065126050416
2023-04-22,23,88,9500,9423.437290753342
2024-01-20,23,88,45700,47595.9726404835
2015-02-07,23,158,32700,33910.10187200868
2010-03-20,23,85,22000,18374.26379889524
2024-04-08,23,250,62000,61456.6588071073
2007-05-29,23,158,7300,8789.82496150035
2024-07-13,23,158,50800,47675.5183289534
2018-01-12,23,85,42000,43432.496031746035
2017-07-08,23,88,37850,41040.486935083456
2006-02-04,23,83,17300,16178.303778407131
2011-01-07,23,158,21250,22613.854861216965
2014-08-29,23,158,21000,21675.09588031905
2012-11-08,23,83,32000,34280.09882157249
2015-08-15,23,158,25500,25601.665486398735
2013-08-07,23,83,39550,39092.42974511175
2015-08-06,23,85,41850,38670.41201240503
2013-09-27,23,250,32000,33191.49309223981
2020-07-09,23,83,9300,10477.652922370196
2018-04-24,23,83,46700,47672.772188595714
2017-12-09,23,88,40500,40494.98614618196
2023-07-20,23,158,59000,61813.985593504025
2014-12-04,23,130,26700,27225.78699625423
2013-04-01,23,85,36000,37630.85020490714
2020-11-02,23,85,50300,52927.63888888888
2006-08-14,23,83,24100,28489.12751615801
2006-08-15,23,158,22350,21701.742912182734
2006-09-24,23,158,30300,31216.352837491515
2016-05-11,23,158,35400,38496.58879499561
2021-05-08,23,88,42000,44834.668302742735
2008-02-26,23,85,33000,34889.13763464688
2016-08-31,23,158,30750,29352.617857325447
2008-04-16,23,88,23000,24762.649269687015
2017-10-12,23,158,43800,45081.324776589194
2009-03-31,23,158,25000,27566.649452576006
2006-12-20,23,250,14000,13952.588765772416
2019-11-16,23,88,63750,69446.75925925926
2020-10-28,23,130,75300,66051.28846153847
2018-08-07,23,88,29000,30290.859114251292
2013-09-14,23,85,23000,24592.660044422544
2010-06-27,23,85,20000,18322.16502167448
2013-06-03,23,83,10500,9504.722222222223
2012-03-19,23,158,21500,20969.956185821753
2019-09-03,23,130,13800,13258.650065982392
2006-10-30,23,88,35000,31297.394760000298
2020-06-08,23,85,51700,54820.75006091618
2016-04-11,23,85,49500,43777.63707133269
2016-07-25,23,85,38000,41005.01546286305
2007-04-05,23,85,14200,13152.685724728488
2007-03-29,23,85,16800,17478.03735700726
2011-01-03,23,88,24670,24293.89057269526
2007-05-23,23,83,17800,17199.412478548136
2006-11-13,23,250,19500,22083.476858057496
2018-09-05,23,158,29500,25013.087969113865
2016-04-01,23,158,24900,25726.161082183888
2014-11-03,23,130,54624,55224.052219487916
2018-08-20,23,158,36900,33486.5254004967
2006-02-22,23,158,18500,19237.953621235167
2016-02-12,23,158,15500,20202.988947365186
2014-10-23,23,158,29500,31739.526972811975
2021-01-11,23,250,60000,60030.416666666664
2021-01-09,23,158,55000,53753.7037037037
2006-07-02,23,158,13250,13303.194884184417
2013-02-04,23,88,23000,22252.474584387168
2007-08-25,23,158,12150,12182.663568883969
2015-06-22,23,158,26500,29361.45271329537
2016-05-25,23,130,42800,44572.72335147932
2009-06-13,23,250,26800,27532.26424713817
2020-11-11,23,83,71700,75551.36842105263
2009-10-23,23,85,29500,32893.48577775183
2008-02-21,23,250,35700,34687.91980696103
2012-10-09,23,250,34650,34253.523992126335
2012-10-19,23,88,37000,37539.441245328
2016-05-02,23,130,61000,62686.378180670916
2008-07-06,23,85,32000,37541.004819975584
2024-02-17,23,130,23300,21688.968855218853
2019-11-29,23,250,59500,58889.990256332356
2013-10-16,23,88,23150,24391.907727529688
2017-02-01,23,83,40000,44499.105304581266
2007-04-12,23,158,24500,23362.082346825013
2016-09-19,23,158,42000,42697.212080410485
2023-11-28,23,88,93000,89134.12247474749
2014-10-25,23,85,11000,10669.878288388378
2018-01-09,23,158,25500,23921.74168876581
2009-06-13,23,130,25500,29556.50387253861
2014-11-06,23,158,32650,33593.904597901594
2021-01-30,23,158,49000,50134.88259030021
2006-11-22,23,83,12000,15356.732410944176
2007-08-04,23,83,16700,16655.260683760684
2016-04-16,23,85,27300,26690.009920634922
2024-07-16,23,158,70000,70379.61400612682
2018-03-01,23,85,43500,39611.99918301057
2019-01-04,23,85,29500,29525.270559606088
2021-05-22,23,85,76500,65877.37664839822
2016-08-22,23,158,20600,20566.170994796546
2008-01-10,23,88,21200,24848.566629318535
2007-11-26,23,250,25500,25542.404125799087
2017-10-28,23,250,34900,35364.740900994286
2019-09-28,23,158,38500,38407.324426251245
2015-09-18,23,158,33000,30385.681135165793
2011-07-28,23,85,25000,25107.941738550373
2015-03-03,23,88,46550,40617.53394304729
2014-08-07,23,88,20800,22242.827586948846
2015-02-05,23,158,14900,15026.279665365018
2006-03-09,23,85,6900,7280.672682399376
2018-09-07,23,250,39200,46125.78567499455
2020-02-28,23,250,53800,52921.095877304324
2016-07-24,23,85,16500,19906.20004144601
2018-10-18,23,85,62850,46024.92471429365
2016-01-22,23,158,33000,32603.51732180191
2020-12-12,23,130,10900,11805.347245564893
2011-05-20,23,130,42300,41245.56914757252
2018-07-29,23,88,32000,33984.8749331754
2018-04-28,23,250,37900,38387.0144335512
2015-07-10,23,88,25400,24930.313829438863
2009-09-17,23,85,39200,33617.532172937616
2007-04-21,23,88,15800,15284.800162421401
2018-10-23,23,85,39000,47742.465234533985
2021-08-12,23,85,56700,59461.58256301018
2014-08-06,23,158,15000,14966.394339437316
2006-03-20,23,85,14900,13971.654816568205
2014-12-02,23,85,31900,34895.30574893921
2008-03-26,23,88,42900,39361.027362794484
2015-04-06,23,158,42000,46111.078418755635
2011-03-09,23,85,17000,15304.614833675301
2007-04-10,23,85,19100,17342.617505371916
2010-02-27,23,88,42900,39441.09667278676
2011-02-21,23,88,32000,33782.46592713789
2015-07-28,23,158,29500,29670.102782805636
2016-11-13,23,83,37500,37444.498455193265
2023-07-31,23,85,41700,40916.965557498675
2007-03-03,23,85,44000,39890.23686941592
2014-11-12,23,158,20700,22708.43139377487
2017-04-17,23,250,32000,32752.281731426465
2006-08-07,23,158,11000,12742.382963366083
2023-04-18,23,130,27000,26449.166666666668
2020-07-08,23,83,39950,40494.81823189946
2021-11-17,23,88,55000,52364.455891428035
2020-05-16,23,130,75500,70296.48136429122
2016-01-05,23,130,13100,13270.638406320859
2018-03-17,23,158,29500,28797.927572140252
2016-09-03,23,158,41500,39766.40144267962
2018-11-16,23,83,17500,18182.842574092574
2006-10-30,23,158,18000,21233.487344600722
2017-08-24,23,250,40800,38062.964319423685
2019-12-16,23,85,30050,29947.30179861205
2006-10-25,23,130,21500,20079.025624207356
2016-06-16,23,158,32900,33617.27501757502
2018-03-24,23,85,35000,40291.129489715524
2007-06-04,23,85,12500,12098.827801827803
2015-02-11,23,88,25200,25034.134129978742
2012-10-03,23,88,45200,43658.135456024705
2024-02-03,23,88,50500,54571.64915709571
2021-08-26,23,88,68000,60362.279371770324
2018-01-09,23,130,55000,47762.62954610217
2008-04-01,23,158,37800,39809.53722901213
2009-06-16,23,158,29500,30613.964195464698
2015-05-18,23,158,24800,24463.476746196215
2015-09-23,23,85,14300,15666.410505855969
2020-02-03,23,250,28500,41397.54747137848
2024-10-12,23,158,59900,57955.458513219186
2018-09-02,23,250,50000,51061.46606327004
2012-11-28,23,158,17500,17543.357968389573
2021-06-26,23,158,58000,57810.55555555555
2019-08-23,23,85,43000,42871.15867468456
2019-11-24,23,85,45000,42136.666666666664
2017-07-18,23,158,42000,41466.41554020404
2020-07-10,23,85,89000,89463.8788241333
2008-02-01,23,85,11800,13773.96756675734
2011-10-12,23,250,33000,31923.976233834957
2010-02-12,23,158,28500,28915.00111442931
2015-05-27,23,158,34500,31599.095394563356
2018-02-02,23,83,31300,34518.23233664244
2014-06-13,23,158,30000,28867.042576921638
2014-10-23,23,158,32250,33233.241235564376
2021-05-11,23,88,158000,163000.0
2016-11-03,23,83,14800,17537.247662412316
2015-07-18,23,83,37200,36078.09261333078
2018-06-06,23,158,18700,20054.5993700118
2014-04-23,23,158,33900,35978.948329448336
2017-03-02,23,85,27800,29070.324145840397
2016-08-08,23,130,12500,12440.344542257462
2010-04-29,23,158,42500,44182.46207363855
2012-02-17,23,130,40200,37240.55758332759
2021-10-14,23,158,65000,77392.81307975439
2010-04-15,23,158,23000,23068.96298613622
2013-04-18,23,158,19350,20920.818951995396
2007-12-05,23,85,19500,24500.087987523333
2008-05-05,23,88,28800,25818.811762083198
2016-11-08,23,130,41500,40011.88058711094
2014-02-21,23,88,29000,33567.06005133158
2014-06-28,23,85,39600,32230.67360195488
2024-01-13,23,130,27800,28352.827812367752
2006-12-15,23,85,21000,23288.316509804048
2015-06-15,23,88,43800,36677.89066989133
2014-10-28,23,130,54142,52370.554844038874
2018-10-02,23,85,46800,46158.3233695996
2016-08-29,23,250,36800,36822.358467278704
2020-05-16,23,158,48200,46989.738141309004
2006-06-03,23,130,21000,21616.279044247218
2013-08-15,23,158,35300,41290.86674672908
2018-08-27,23,85,21800,21411.633570491937
2013-04-01,23,158,20500,22338.53857089897
2019-05-10,23,158,60000,59468.0113146811
2017-04-22,23,158,28500,27478.840126946325
2007-11-04,23,88,20000,22153.25526915977
2011-07-22,23,88,43200,50106.42446366214
2018-02-13,23,250,44000,47808.895009795015
2018-12-12,23,88,35000,32324.810637195704
2015-06-10,23,158,24500,24256.686716061417
2012-04-11,23,85,26500,26242.590902503744
2019-01-31,23,250,29500,31568.35185185185
2016-04-11,23,250,37900,40308.40477436238
2010-03-06,23,88,49800,46677.02547853542
2015-09-02,23,88,38700,38979.582056461506
2009-07-08,23,85,28150,28708.478131627013
2014-12-27,23,85,22500,22665.69585774385
2014-08-14,23,158,24310,25075.428049128663
2020-08-19,23,250,60800,59485.81281161136
2019-09-06,23,158,33000,37538.56916380914
2012-02-02,23,85,29800,30207.612983619787
2006-09-02,23,88,24500,22131.608600682877
2020-03-07,23,250,62000,51142.533758769394
2009-04-25,23,130,35000,33277.21919974092
2018-09-22,23,85,32600,32354.631325964387
2006-11-27,23,158,19250,14853.088265635972
2021-06-26,23,158,78000,71770.92885765087
2019-07-27,23,158,33500,37874.50306399838
2009-06-13,23,158,28900,27566.649452576006
2014-11-24,23,158,18800,17604.60161999378
2008-04-06,23,158,15400,14241.356525691142
2013-10-06,23,250,36700,34605.799603133506
2014-02-16,23,85,23000,23354.003414066374
2008-03-11,23,88,20450,21756.36709254086
2009-02-27,23,85,31500,33711.68410699695
2021-06-01,23,158,89500,91001.85714285713
2013-11-08,23,85,10800,10635.973616671205
2006-05-25,23,83,25800,26593.63597252421
2008-03-15,23,250,25800,25800.382980804494
2020-04-18,23,158,59200,55280.11790055213
2020-11-19,23,88,91500,84160.03968253967
2019-09-03,23,158,42400,46251.999688653224
2011-08-13,23,130,25700,25542.16532877763
2017-02-24,23,85,44500,41941.36160306191
2022-05-06,23,130,33700,33318.942737131394
2015-02-14,23,85,16200,16948.461495839158
2015-04-28,23,85,37500,36731.29859176769
2007-12-05,23,88,30000,36510.57646758655
2022-05-06,23,130,33400,33016.975317500765
2019-10-11,23,88,36000,34933.49494949495
2018-02-14,23,83,37000,41451.022188011215
2015-02-10,23,83,23000,23236.15120825757
2006-11-11,23,130,35000,32315.685917002786
2015-09-02,23,250,29500,29758.096202543078
2017-05-08,23,158,32000,31932.742839376395
2014-08-20,23,158,33574,33503.963724895366
2008-05-01,23,85,28000,25584.8965307828
2014-06-10,23,158,27500,29192.308742146197
2008-12-29,23,88,15000,21684.302156025577
2021-09-16,23,130,87500,78499.20083195316
2017-08-09,23,85,35500,35299.60402243663
2024-05-10,23,85,108000,114508.21317034474
2018-01-06,23,130,50000,48235.2039149095
2014-07-29,23,158,34600,33489.980548893196
2020-02-26,23,158,47000,48063.15725841795
2020-07-20,23,88,40800,38294.70082923375
2017-05-06,23,158,38200,38255.62185306991
2010-10-18,23,130,28000,27480.68574794852
2014-06-26,23,158,28500,28827.63351818137
2016-09-23,23,130,46000,43207.3939087017
2008-02-29,23,83,22000,24923.270670019338
2023-04-19,23,130,119000,117700.42754965417
2007-05-10,23,85,13600,16750.264904314685
2024-04-17,23,250,53500,53089.24444444445
2024-03-08,23,85,89000,88343.89606480447
2020-05-20,23,158,30000,28802.460317460318
2016-04-20,23,85,16000,15708.256659702123
2006-08-20,23,88,9000,9141.312217013785
2007-04-05,23,83,21700,20069.051617826615
2006-02-15,23,158,26450,28566.79365898669
2014-10-13,23,85,20950,21000.072446638755
2009-10-07,23,83,21000,17196.5851972102
2016-11-02,23,85,34500,34393.46056993219
2006-07-08,23,158,13800,13237.75337890607
2006-02-07,23,85,17000,15630.146866438776
2006-12-07,23,83,18900,17360.781012173204
2013-06-03,23,85,25000,29943.090485397806
2007-01-10,23,158,23900,24437.424931304995
2019-10-16,23,250,45700,43994.95311404219
2010-03-06,23,130,34000,32192.667559053498
2018-05-21,23,83,52900,51464.32326141207
2013-05-16,23,158,39700,40095.082121835476
2006-05-26,23,85,18000,16563.631585308693
2010-01-26,23,158,32000,29388.502802955038
2013-12-18,23,158,34041,33551.79370613933
2013-01-24,23,158,32000,30421.1908813176
2015-04-25,23,85,31000,31940.70641292578
2013-07-22,23,130,36800,38755.29622498734
2012-10-03,23,158,26500,25993.047643512797
2012-02-27,23,85,31700,29422.629000136323
2006-03-28,23,158,21950,22518.05753373881
2019-12-23,23,85,56000,54676.172303804866
2010-10-30,23,130,24100,22737.305967104487
2016-03-11,23,158,19800,20260.991665725254
2008-03-14,23,88,15000,17688.667044894097
2014-08-23,23,158,17000,17539.213828636774
2017-04-18,23,158,28200,27557.3970052532
2024-05-24,23,88,59500,85078.2645146116
2017-02-03,23,83,9850,10421.61256423622
